Q_SUBPART_LEVEL_INFORMATION.FACILITY_ID,Q_SUBPART_LEVEL_INFORMATION.REPORTING_YEAR,Q_SUBPART_LEVEL_INFORMATION.GHG_NAME,Q_SUBPART_LEVEL_INFORMATION.GHG_QUANTITY
1005801,2012,Carbon Dioxide,17211.6
1011726,2011,Carbon Dioxide,1181.5
1000029,2012,Nitrous Oxide,0
1000029,2013,Carbon Dioxide,94029
1000235,2015,Biogenic Carbon dioxide,0
1000235,2015,Carbon Dioxide,18069.2
1000235,2016,Biogenic Carbon dioxide,0
1000394,2011,Methane,0
1000394,2011,Nitrous Oxide,0
1000394,2012,Biogenic Carbon dioxide,0
1000399,2010,Carbon Dioxide,781.1
1000714,2011,Methane,0
1000714,2012,Biogenic Carbon dioxide,0
1000714,2012,Methane,0
1000714,2013,Biogenic Carbon dioxide,0
1000714,2014,Carbon Dioxide,53739
1000714,2015,Biogenic Carbon dioxide,0
1000714,2015,Nitrous Oxide,0
1000714,2016,Biogenic Carbon dioxide,0
1000802,2013,Biogenic Carbon dioxide,0
1000802,2010,Biogenic Carbon dioxide,0
1000802,2010,Carbon Dioxide,13270.9
1000802,2012,Carbon Dioxide,16961.3
1000802,2015,Methane,.28
1000802,2015,Carbon Dioxide,26437.4
1000802,2016,Nitrous Oxide,.006
1001103,2013,Carbon Dioxide,20125
1001618,2015,Biogenic Carbon dioxide,0
1001618,2015,Nitrous Oxide,0
1001618,2016,Biogenic Carbon dioxide,0
1001618,2016,Methane,0
1001621,2013,Biogenic Carbon dioxide,0
1001699,2013,Biogenic Carbon dioxide,0
1001669,2010,Carbon Dioxide,24469
1001669,2011,Biogenic Carbon dioxide,0
1001669,2013,Biogenic Carbon dioxide,0
1001669,2013,Nitrous Oxide,0
1001669,2013,Carbon Dioxide,29967
1001669,2016,Methane,0
1001673,2010,Biogenic Carbon dioxide,0
1001673,2010,Methane,0
1001673,2010,Carbon Dioxide,3526
1001673,2012,Methane,0
1001673,2013,Biogenic Carbon dioxide,0
1001958,2010,Biogenic Carbon dioxide,0
1001958,2016,Carbon Dioxide,68.6
1002147,2015,Biogenic Carbon dioxide,0
1002147,2016,Nitrous Oxide,0
1002266,2010,Biogenic Carbon dioxide,0
1002266,2012,Methane,.57
1002266,2012,Nitrous Oxide,.057
1002266,2012,Carbon Dioxide,435496.8
1002266,2013,Carbon Dioxide,392512.4
1002266,2014,Methane,.6
1002266,2015,Biogenic Carbon dioxide,0
1002266,2016,Biogenic Carbon dioxide,0
1002216,2011,Methane,0
1002216,2011,Nitrous Oxide,0
1002216,2014,Biogenic Carbon dioxide,0
1002216,2014,Methane,0
1002714,2015,Biogenic Carbon dioxide,0
1002621,2013,Carbon Dioxide,78960.6
1002621,2014,Nitrous Oxide,0
1002777,2011,Biogenic Carbon dioxide,0
1002768,2010,Methane,0
1002777,2015,Carbon Dioxide,854759
1002768,2012,Methane,0
1002768,2012,Carbon Dioxide,91724.6
1002768,2013,Biogenic Carbon dioxide,0
1002768,2015,Methane,0
1002769,2012,Methane,0
1002769,2012,Nitrous Oxide,0
1002769,2015,Nitrous Oxide,0
1002769,2016,Methane,0
1002769,2016,Carbon Dioxide,298.9
1002903,2010,Carbon Dioxide,88488
1002903,2011,Nitrous Oxide,0
1002903,2014,Methane,0
1002958,2015,Methane,0
1002977,2010,Biogenic Carbon dioxide,0
1002977,2012,Carbon Dioxide,45633.6
1002977,2013,Carbon Dioxide,51689.8
1003204,2013,Methane,0
1003204,2014,Nitrous Oxide,0
1003093,2010,Methane,0
1003093,2012,Nitrous Oxide,.169
1003093,2013,Biogenic Carbon dioxide,0
1003093,2014,Nitrous Oxide,.061
1003052,2012,Methane,0
1003052,2014,Nitrous Oxide,0
1003052,2015,Biogenic Carbon dioxide,0
1003052,2015,Methane,0
1003268,2015,Nitrous Oxide,0
1003268,2016,Carbon Dioxide,17114.7
1003380,2014,Methane,.02
1003380,2015,Biogenic Carbon dioxide,0
1003380,2015,Nitrous Oxide,.013
1003380,2016,Biogenic Carbon dioxide,0
1003380,2016,Nitrous Oxide,.024
1003474,2011,Carbon Dioxide,70888
1003474,2014,Carbon Dioxide,91644.1
1003403,2010,Methane,0
1003457,2011,Carbon Dioxide,159108.4
1003457,2016,Methane,0
1003577,2015,Methane,0
1003580,2013,Nitrous Oxide,0
1000418,2015,Methane,.37
1001621,2015,Methane,0
1001621,2015,Carbon Dioxide,1018854.3
1000588,2012,Biogenic Carbon dioxide,0
1005976,2015,Carbon Dioxide,272054.7
1001834,2011,Methane,.09
1004259,2015,Biogenic Carbon dioxide,0
1000156,2011,Biogenic Carbon dioxide,0
1005598,2015,Biogenic Carbon dioxide,0
1005976,2011,Methane,0
1011242,2015,Biogenic Carbon dioxide,0
1000233,2013,Carbon Dioxide,442313.4
1000418,2013,Methane,1.49
1000418,2013,Carbon Dioxide,2840950.4
1000156,2013,Nitrous Oxide,.144
1001834,2013,Methane,.11
1001618,2013,Biogenic Carbon dioxide,0
1001618,2013,Nitrous Oxide,0
1000274,2016,Methane,.34
1001834,2016,Methane,.07
1001621,2016,Carbon Dioxide,1127117.2
1000029,2010,Carbon Dioxide,56615.9
1003093,2016,Carbon Dioxide,63555.2
1000553,2010,Biogenic Carbon dioxide,0
1000553,2010,Methane,.01
1001618,2010,Carbon Dioxide,233336.5
1003981,2010,Methane,0
1003965,2016,Methane,0
1003981,2014,Nitrous Oxide,0
1004038,2010,Nitrous Oxide,0
1004038,2011,Carbon Dioxide,27458.6
1004038,2015,Nitrous Oxide,0
1004038,2016,Nitrous Oxide,0
1004259,2010,Biogenic Carbon dioxide,0
1004259,2011,Nitrous Oxide,0
1004215,2010,Biogenic Carbon dioxide,0
1004215,2010,Carbon Dioxide,132961
1004259,2012,Carbon Dioxide,135002
1004259,2016,Nitrous Oxide,0
1004616,2010,Biogenic Carbon dioxide,0
1004616,2011,Methane,0
1004215,2011,Nitrous Oxide,0
1004616,2012,Methane,0
1004616,2012,Nitrous Oxide,0
1004616,2013,Carbon Dioxide,468812
1004509,2010,Biogenic Carbon dioxide,0
1004616,2016,Carbon Dioxide,402627.9
1004509,2011,Nitrous Oxide,0
1004215,2014,Carbon Dioxide,150899.1
1004434,2011,Biogenic Carbon dioxide,0
1004509,2012,Biogenic Carbon dioxide,0
1004434,2015,Nitrous Oxide,0
1004434,2016,Biogenic Carbon dioxide,0
1004509,2016,Nitrous Oxide,0
1004458,2013,Biogenic Carbon dioxide,0
1004493,2011,Methane,0
1004458,2015,Biogenic Carbon dioxide,0
1004493,2012,Carbon Dioxide,31543.9
1004511,2010,Carbon Dioxide,23037
1004511,2011,Biogenic Carbon dioxide,0
1004458,2016,Carbon Dioxide,899198.9
1004493,2015,Biogenic Carbon dioxide,0
1004511,2013,Biogenic Carbon dioxide,0
1004511,2015,Biogenic Carbon dioxide,0
1005294,2011,Methane,0
1005116,2010,Nitrous Oxide,0
1005144,2010,Methane,0
1005144,2011,Methane,0
1005144,2011,Nitrous Oxide,0
1005294,2012,Biogenic Carbon dioxide,0
1005116,2011,Carbon Dioxide,208607
1005144,2013,Biogenic Carbon dioxide,0
1005116,2012,Biogenic Carbon dioxide,0
1005116,2012,Methane,0
1005025,2015,Biogenic Carbon dioxide,0
1005190,2010,Nitrous Oxide,0
1005190,2014,Nitrous Oxide,0
1005283,2010,Methane,0
1005283,2011,Biogenic Carbon dioxide,0
1005283,2012,Methane,0
1005003,2013,Biogenic Carbon dioxide,0
1005003,2013,Carbon Dioxide,23406
1005283,2014,Carbon Dioxide,117035.1
1005163,2016,Nitrous Oxide,0
1004151,2015,Nitrous Oxide,.026
1004152,2010,Biogenic Carbon dioxide,0
1004152,2013,Biogenic Carbon dioxide,0
1004411,2012,Carbon Dioxide,73309.2
1004152,2016,Biogenic Carbon dioxide,0
1004411,2014,Nitrous Oxide,0
1004411,2015,Biogenic Carbon dioxide,0
1005303,2012,Methane,0
1005276,2011,Methane,0
1004729,2011,Carbon Dioxide,17595
1004729,2015,Biogenic Carbon dioxide,0
1004729,2016,Biogenic Carbon dioxide,0
1005294,2013,Biogenic Carbon dioxide,0
1005294,2013,Nitrous Oxide,0
1005346,2011,Methane,0
1005294,2014,Methane,0
1005346,2012,Nitrous Oxide,0
1005346,2013,Methane,0
1005294,2015,Carbon Dioxide,170658.1
1005298,2010,Methane,0
1005298,2013,Nitrous Oxide,0
1005298,2015,Nitrous Oxide,0
1005602,2012,Methane,0
1005584,2012,Methane,0
1005602,2013,Methane,0
1005584,2013,Biogenic Carbon dioxide,0
1005584,2015,Methane,0
1005584,2016,Nitrous Oxide,0
1005515,2013,Biogenic Carbon dioxide,0
1005515,2013,Nitrous Oxide,0
1005515,2014,Nitrous Oxide,0
1005598,2011,Biogenic Carbon dioxide,0
1005515,2016,Nitrous Oxide,0
1005515,2016,Carbon Dioxide,26495.2
1005598,2016,Methane,0
1005423,2012,Nitrous Oxide,0
1005423,2016,Biogenic Carbon dioxide,0
1005602,2010,Nitrous Oxide,0
1006159,2012,Biogenic Carbon dioxide,0
1006159,2012,Nitrous Oxide,0
1006159,2014,Biogenic Carbon dioxide,0
1005800,2016,Carbon Dioxide,20883.4
1005801,2014,Methane,0
1006144,2010,Biogenic Carbon dioxide,0
1006144,2010,Carbon Dioxide,29290
1005777,2010,Carbon Dioxide,67130.6
1006144,2016,Nitrous Oxide,.01
1005832,2010,Methane,.15
1005832,2012,Methane,.19
1005752,2014,Biogenic Carbon dioxide,0
1005755,2012,Biogenic Carbon dioxide,0
1005700,2010,Biogenic Carbon dioxide,0
1005700,2011,Methane,0
1005700,2012,Carbon Dioxide,184614
1005755,2013,Nitrous Oxide,0
1005755,2014,Carbon Dioxide,33333.3
1006269,2013,Biogenic Carbon dioxide,0
1006269,2015,Methane,0
1006269,2015,Nitrous Oxide,0
1006341,2010,Biogenic Carbon dioxide,0
1006341,2014,Biogenic Carbon dioxide,0
1006325,2012,Methane,0
1006325,2012,Carbon Dioxide,94018.8
1006325,2013,Carbon Dioxide,99562
1006436,2012,Carbon Dioxide,36509
1006325,2014,Carbon Dioxide,97335.8
1006436,2013,Carbon Dioxide,209
1006325,2016,Nitrous Oxide,0
1006875,2012,Methane,0
1006875,2013,Carbon Dioxide,2057
1006875,2015,Carbon Dioxide,3131.5
1006530,2010,Nitrous Oxide,0
1006708,2015,Carbon Dioxide,25010.3
1006708,2016,Carbon Dioxide,21101.1
1006972,2013,Biogenic Carbon dioxide,0
1006972,2015,Carbon Dioxide,7056.6
1006875,2011,Carbon Dioxide,2695
1006530,2015,Biogenic Carbon dioxide,0
1007287,2012,Methane,0
1007287,2014,Nitrous Oxide,0
1006585,2011,Biogenic Carbon dioxide,0
1006901,2013,Biogenic Carbon dioxide,0
1006585,2013,Carbon Dioxide,5835.7
1006901,2015,Nitrous Oxide,0
1006901,2016,Biogenic Carbon dioxide,0
1006585,2015,Nitrous Oxide,.006
1006906,2011,Nitrous Oxide,0
1006906,2013,Carbon Dioxide,64438
1006906,2014,Methane,0
1006906,2015,Methane,0
1006906,2016,Biogenic Carbon dioxide,0
1006906,2016,Carbon Dioxide,49215.3
1007348,2016,Biogenic Carbon dioxide,0
1007392,2013,Methane,.5
1007392,2013,Nitrous Oxide,.1
1007392,2013,Carbon Dioxide,57649
1007392,2014,Methane,0
1007348,2010,Methane,0
1007348,2011,Biogenic Carbon dioxide,0
1007642,2010,Biogenic Carbon dioxide,0
1007642,2010,Nitrous Oxide,.06
1007642,2012,Methane,.41
1007642,2015,Biogenic Carbon dioxide,0
1007921,2012,Biogenic Carbon dioxide,0
1007921,2012,Methane,0
1007921,2013,Methane,0
1007921,2014,Biogenic Carbon dioxide,0
1007866,2010,Carbon Dioxide,58088
1007866,2011,Methane,0
1007866,2012,Biogenic Carbon dioxide,0
1007866,2015,Biogenic Carbon dioxide,0
1007866,2015,Nitrous Oxide,0
1008735,2013,Methane,0
1008735,2014,Nitrous Oxide,0
1007946,2010,Biogenic Carbon dioxide,0
1007946,2010,Methane,.12
1003507,2013,Carbon Dioxide,19749
1003507,2015,Biogenic Carbon dioxide,0
1003507,2015,Methane,0
1003507,2016,Biogenic Carbon dioxide,0
1003577,2010,Nitrous Oxide,0
1003577,2013,Biogenic Carbon dioxide,0
1003688,2011,Nitrous Oxide,0
1003688,2012,Biogenic Carbon dioxide,0
1003688,2013,Carbon Dioxide,45828
1003688,2014,Methane,0
1003668,2012,Biogenic Carbon dioxide,0
1003668,2015,Carbon Dioxide,50943.1
1003669,2010,Biogenic Carbon dioxide,0
1003669,2011,Methane,0
1003669,2011,Carbon Dioxide,319978
1003669,2012,Nitrous Oxide,0
1003669,2013,Methane,0
1003669,2014,Biogenic Carbon dioxide,0
1003669,2016,Biogenic Carbon dioxide,0
1003799,2011,Nitrous Oxide,0
1003799,2012,Biogenic Carbon dioxide,0
1003799,2012,Carbon Dioxide,162172
1003799,2013,Nitrous Oxide,0
1003799,2015,Methane,0
1003860,2011,Biogenic Carbon dioxide,0
1003860,2011,Methane,0
1003860,2014,Biogenic Carbon dioxide,0
1003860,2014,Nitrous Oxide,0
1003860,2014,Carbon Dioxide,115221.5
1003860,2016,Biogenic Carbon dioxide,0
1003860,2016,Methane,0
1003902,2010,Biogenic Carbon dioxide,0
1003902,2010,Nitrous Oxide,0
1003860,2010,Carbon Dioxide,181025
1003965,2014,Carbon Dioxide,22139
1007946,2011,Methane,.12
1007695,2011,Carbon Dioxide,134960.1
1007695,2012,Nitrous Oxide,.033
1007695,2014,Nitrous Oxide,.025
1007946,2014,Carbon Dioxide,110114.3
1007577,2011,Methane,0
1007577,2011,Nitrous Oxide,0
1007577,2012,Methane,0
1007577,2016,Nitrous Oxide,0
1011242,2013,Nitrous Oxide,0
1011242,2013,Carbon Dioxide,8679.1
1010766,2015,Carbon Dioxide,89541
1010766,2016,Carbon Dioxide,102407.9
1011726,2010,Nitrous Oxide,0
1010925,2010,Nitrous Oxide,0
1010925,2011,Biogenic Carbon dioxide,0
1011726,2014,Biogenic Carbon dioxide,0
1010925,2014,Biogenic Carbon dioxide,0
1010925,2014,Methane,0
1011726,2016,Biogenic Carbon dioxide,0
1010763,2014,Methane,0
1010763,2014,Carbon Dioxide,154118
1010763,2016,Carbon Dioxide,72234.9
1010766,2014,Methane,0
1002216,2010,Methane,0
1003902,2013,Carbon Dioxide,71638
1004811,2013,Biogenic Carbon dioxide,0
1004036,2011,Nitrous Oxide,0
1003962,2012,Nitrous Oxide,.83
1003962,2012,Carbon Dioxide,3193042.4
1005777,2011,Methane,0
1000233,2012,Carbon Dioxide,422253.2
1003962,2013,Biogenic Carbon dioxide,0
1003962,2013,Nitrous Oxide,.67
1007177,2015,Biogenic Carbon dioxide,0
1000156,2014,Nitrous Oxide,.167
1000124,2014,Biogenic Carbon dioxide,0
1007620,2013,Biogenic Carbon dioxide,0
1007620,2013,Methane,0
1003799,2010,Methane,0
1004036,2012,Methane,0
1004458,2010,Biogenic Carbon dioxide,0
1004458,2010,Carbon Dioxide,1069414.9
1000274,2013,Biogenic Carbon dioxide,0
1005777,2012,Biogenic Carbon dioxide,0
1003902,2014,Biogenic Carbon dioxide,0
1003577,2014,Carbon Dioxide,6683.3
1004811,2010,Nitrous Oxide,0
1004811,2010,Carbon Dioxide,59384
1005615,2010,Nitrous Oxide,.202
1005423,2010,Biogenic Carbon dioxide,0
1005598,2010,Methane,0
1005614,2010,Carbon Dioxide,17206.9
1004811,2014,Methane,0
1004811,2014,Nitrous Oxide,0
1000418,2011,Carbon Dioxide,2550604.9
1002977,2015,Carbon Dioxide,46866.6
1006041,2014,Carbon Dioxide,1063079.2
1001621,2014,Carbon Dioxide,1415322.7
1001621,2012,Nitrous Oxide,0
1000274,2011,Nitrous Oxide,.643
1000233,2011,Nitrous Oxide,.045
1000233,2011,Carbon Dioxide,463395.4
1005190,2015,Methane,0
1005003,2016,Methane,0
1006341,2015,Methane,.15
1006341,2015,Carbon Dioxide,68759.6
1002621,2016,Biogenic Carbon dioxide,0
1002621,2016,Nitrous Oxide,0
1000177,2011,Nitrous Oxide,.042
1004036,2015,Carbon Dioxide,4358.2
1000124,2016,Nitrous Oxide,0
1003902,2016,Carbon Dioxide,74323
1004493,2014,Methane,0
1004493,2014,Carbon Dioxide,29018.1
1001563,2011,Carbon Dioxide,50503.5
1004036,2016,Methane,0
1002621,2010,Methane,0
1002621,2010,Nitrous Oxide,0
1001699,2014,Methane,0
1004036,2013,Biogenic Carbon dioxide,0
1001699,2015,Methane,0
1000588,2016,Biogenic Carbon dioxide,0
1000588,2016,Nitrous Oxide,.226
1007177,2012,Carbon Dioxide,462215.6
1003474,2010,Nitrous Oxide,0
1000274,2012,Biogenic Carbon dioxide,0
1000274,2012,Carbon Dioxide,1473697.9
1000159,2012,Methane,0
1004151,2010,Nitrous Oxide,.03
1000330,2010,Nitrous Oxide,0
1005536,2014,Biogenic Carbon dioxide,0
1005536,2010,Nitrous Oxide,0
1007620,2014,Carbon Dioxide,780.8
1005276,2014,Methane,0
1005276,2014,Nitrous Oxide,0
1003902,2012,Biogenic Carbon dioxide,0
1000124,2012,Methane,0
1008735,2012,Biogenic Carbon dioxide,0
1000330,2011,Nitrous Oxide,0
1000399,2012,Methane,0
1001103,2011,Methane,0
1002769,2011,Nitrous Oxide,0
1003577,2011,Biogenic Carbon dioxide,0
1003981,2012,Carbon Dioxide,60604.7
1004729,2012,Carbon Dioxide,53957
1005190,2012,Biogenic Carbon dioxide,0
1005801,2012,Biogenic Carbon dioxide,0
1005801,2012,Nitrous Oxide,0
1005423,2011,Biogenic Carbon dioxide,0
1005423,2011,Methane,0
1000029,2012,Methane,0
1000029,2016,Biogenic Carbon dioxide,0
1000235,2014,Methane,.02
1000235,2016,Nitrous Oxide,0
1000235,2010,Carbon Dioxide,12668
1000235,2012,Biogenic Carbon dioxide,0
1000235,2012,Nitrous Oxide,.01
1000330,2013,Nitrous Oxide,0
1000330,2013,Carbon Dioxide,38116.9
1000330,2015,Nitrous Oxide,0
1000394,2010,Biogenic Carbon dioxide,0
1000394,2014,Carbon Dioxide,10210.2
1000399,2011,Methane,0
1000399,2013,Biogenic Carbon dioxide,0
1000588,2010,Methane,.01
1000714,2010,Biogenic Carbon dioxide,0
1000714,2014,Biogenic Carbon dioxide,0
1000802,2011,Methane,.09
1000802,2013,Nitrous Oxide,.08
1000802,2014,Carbon Dioxide,72526.1
1000802,2015,Biogenic Carbon dioxide,0
1001103,2010,Carbon Dioxide,39426
1001103,2013,Nitrous Oxide,0
1001103,2014,Carbon Dioxide,24848.7
1001103,2015,Biogenic Carbon dioxide,0
1001103,2015,Methane,0
1001103,2016,Carbon Dioxide,19228.6
1001618,2014,Nitrous Oxide,0
1001618,2015,Methane,0
1001699,2011,Methane,0
1001699,2012,Nitrous Oxide,0
1001669,2012,Nitrous Oxide,0
1001669,2013,Methane,0
1001673,2011,Carbon Dioxide,2154
1001673,2012,Biogenic Carbon dioxide,0
1001673,2012,Carbon Dioxide,4852
1001958,2010,Methane,0
1001958,2012,Biogenic Carbon dioxide,0
1001958,2012,Carbon Dioxide,87.9
1001958,2013,Methane,0
1001958,2015,Biogenic Carbon dioxide,0
1002147,2010,Methane,0
1002147,2010,Carbon Dioxide,201616.2
1002147,2011,Carbon Dioxide,188427.9
1002147,2013,Methane,0
1002266,2013,Nitrous Oxide,.059
1002266,2015,Carbon Dioxide,479886.2
1002216,2011,Biogenic Carbon dioxide,0
1002216,2012,Biogenic Carbon dioxide,0
1002216,2012,Methane,0
1002216,2013,Biogenic Carbon dioxide,0
1002714,2014,Methane,.07
1002714,2015,Nitrous Oxide,0
1002621,2013,Biogenic Carbon dioxide,0
1002621,2013,Methane,0
1002777,2010,Methane,0
1002777,2011,Methane,0
1002777,2013,Biogenic Carbon dioxide,0
1002777,2013,Nitrous Oxide,0
1002777,2015,Biogenic Carbon dioxide,0
1002777,2016,Methane,0
1002768,2014,Carbon Dioxide,88571.5
1002768,2015,Biogenic Carbon dioxide,0
1002768,2015,Nitrous Oxide,0
1002769,2012,Carbon Dioxide,2109
1002903,2011,Biogenic Carbon dioxide,0
1002903,2011,Carbon Dioxide,51139.2
1002903,2014,Nitrous Oxide,0
1002958,2013,Biogenic Carbon dioxide,0
1002977,2014,Methane,0
1003204,2012,Biogenic Carbon dioxide,0
1003052,2012,Biogenic Carbon dioxide,0
1003052,2011,Methane,0
1003268,2012,Methane,0
1003268,2015,Methane,0
1003268,2015,Carbon Dioxide,13749.8
1003380,2010,Biogenic Carbon dioxide,0
1003380,2012,Nitrous Oxide,.009
1003380,2013,Methane,.04
1003380,2014,Carbon Dioxide,6156.1
1003380,2016,Carbon Dioxide,15547.1
1003474,2011,Methane,0
1003474,2012,Carbon Dioxide,78177.6
1003474,2013,Carbon Dioxide,80919.6
1003474,2015,Nitrous Oxide,0
1003403,2010,Nitrous Oxide,0
1003403,2011,Nitrous Oxide,0
1003457,2010,Nitrous Oxide,0
1003403,2012,Methane,0
1003403,2012,Nitrous Oxide,0
1003403,2013,Nitrous Oxide,0
1003457,2012,Biogenic Carbon dioxide,0
1003457,2012,Carbon Dioxide,177019.6
1003457,2013,Methane,0
1003403,2015,Biogenic Carbon dioxide,0
1003403,2015,Carbon Dioxide,337370.4
1003457,2015,Nitrous Oxide,0
1003403,2016,Nitrous Oxide,0
1003577,2016,Carbon Dioxide,6190.4
1003580,2012,Nitrous Oxide,0
1003580,2012,Carbon Dioxide,29175
1003580,2013,Biogenic Carbon dioxide,0
1000156,2015,Nitrous Oxide,.059
1000159,2015,Biogenic Carbon dioxide,0
1000159,2015,Methane,0
1000274,2015,Biogenic Carbon dioxide,0
1000588,2012,Carbon Dioxide,1139906.7
1002903,2015,Nitrous Oxide,0
1002903,2015,Carbon Dioxide,61261.3
1003093,2015,Carbon Dioxide,45311.5
1007177,2011,Methane,0
1007177,2011,Carbon Dioxide,313386.6
1000124,2011,Biogenic Carbon dioxide,0
1000124,2011,Carbon Dioxide,31688
1004811,2015,Carbon Dioxide,69218.5
1005344,2015,Carbon Dioxide,77930
1003902,2015,Nitrous Oxide,0
1005598,2015,Carbon Dioxide,524097.1
1005615,2015,Methane,.06
1001621,2011,Biogenic Carbon dioxide,0
1001621,2011,Carbon Dioxide,1295336.4
1000588,2011,Carbon Dioxide,995911.4
1007177,2013,Carbon Dioxide,580144.5
1000233,2013,Biogenic Carbon dioxide,0
1000233,2013,Methane,.01
1000159,2013,Methane,0
1001834,2013,Nitrous Oxide,.516
1001834,2013,Carbon Dioxide,1769144
1001618,2013,Methane,0
1000274,2016,Carbon Dioxide,1400212
1000156,2016,Methane,.03
1001621,2016,Methane,0
1000029,2010,Biogenic Carbon dioxide,0
1000418,2010,Methane,.33
1003093,2016,Nitrous Oxide,.022
1002903,2016,Nitrous Oxide,0
1001834,2010,Nitrous Oxide,.327
1001834,2010,Carbon Dioxide,1277866.9
1001621,2010,Methane,0
1001621,2010,Carbon Dioxide,1255818.7
1000274,2010,Biogenic Carbon dioxide,0
1000274,2010,Nitrous Oxide,.553
1003981,2010,Nitrous Oxide,0
1003981,2011,Carbon Dioxide,56879.8
1003981,2013,Methane,0
1003981,2013,Nitrous Oxide,0
1003965,2016,Nitrous Oxide,0
1003981,2014,Methane,0
1003981,2015,Biogenic Carbon dioxide,0
1003981,2016,Biogenic Carbon dioxide,0
1004038,2010,Biogenic Carbon dioxide,0
1004038,2010,Methane,0
1004038,2014,Biogenic Carbon dioxide,0
1004038,2014,Methane,0
1004038,2015,Biogenic Carbon dioxide,0
1004038,2015,Carbon Dioxide,33807.8
1004215,2010,Nitrous Oxide,0
1004259,2016,Carbon Dioxide,131948.6
1004215,2012,Biogenic Carbon dioxide,0
1004215,2012,Methane,0
1004215,2012,Carbon Dioxide,42991
1004616,2015,Nitrous Oxide,0
1004616,2016,Biogenic Carbon dioxide,0
1004215,2013,Biogenic Carbon dioxide,0
1004434,2011,Methane,0
1004215,2015,Nitrous Oxide,0
1004434,2014,Carbon Dioxide,1693.5
1004453,2013,Nitrous Oxide,0
1004509,2013,Carbon Dioxide,445641
1004215,2016,Carbon Dioxide,84870.1
1004434,2016,Carbon Dioxide,11745.7
1004458,2011,Nitrous Oxide,0
1004509,2014,Methane,0
1004458,2012,Nitrous Oxide,0
1004509,2015,Biogenic Carbon dioxide,0
1004493,2010,Nitrous Oxide,0
1004493,2011,Nitrous Oxide,0
1004493,2012,Biogenic Carbon dioxide,0
1004511,2011,Nitrous Oxide,0
1004493,2015,Methane,0
1004493,2015,Nitrous Oxide,0
1004493,2015,Carbon Dioxide,25547.1
1004511,2013,Carbon Dioxide,16338.8
1004511,2014,Biogenic Carbon dioxide,0
1004511,2014,Nitrous Oxide,0
1005144,2012,Methane,0
1005144,2012,Nitrous Oxide,0
1005003,2010,Methane,0
1005003,2011,Nitrous Oxide,0
1005190,2010,Biogenic Carbon dioxide,0
1005283,2010,Nitrous Oxide,0
1005283,2011,Carbon Dioxide,113995.1
1005190,2016,Biogenic Carbon dioxide,0
1005163,2012,Biogenic Carbon dioxide,0
1005163,2013,Biogenic Carbon dioxide,0
1005163,2013,Nitrous Oxide,0
1005163,2015,Nitrous Oxide,0
1005163,2016,Methane,0
1004151,2012,Biogenic Carbon dioxide,0
1004151,2013,Nitrous Oxide,.026
1004151,2013,Carbon Dioxide,160464
1004151,2014,Methane,.35
1004151,2014,Nitrous Oxide,.035
1004151,2015,Biogenic Carbon dioxide,0
1004151,2015,Carbon Dioxide,95281.2
1004151,2016,Carbon Dioxide,174686.9
1004411,2016,Biogenic Carbon dioxide,0
1005303,2010,Carbon Dioxide,57000.3
1005021,2013,Biogenic Carbon dioxide,0
1005021,2013,Carbon Dioxide,38579
1005303,2011,Methane,0
1005344,2011,Methane,0
1005344,2011,Nitrous Oxide,0
1005344,2012,Nitrous Oxide,0
1005276,2011,Nitrous Oxide,0
1005303,2013,Biogenic Carbon dioxide,0
1005344,2013,Nitrous Oxide,0
1005344,2014,Biogenic Carbon dioxide,0
1004729,2011,Biogenic Carbon dioxide,0
1004729,2013,Biogenic Carbon dioxide,0
1005276,2012,Methane,0
1005276,2012,Nitrous Oxide,0
1004729,2015,Nitrous Oxide,0
1004729,2016,Carbon Dioxide,0
1005346,2011,Biogenic Carbon dioxide,0
1005294,2014,Nitrous Oxide,0
1005294,2014,Carbon Dioxide,245397.1
1005294,2015,Nitrous Oxide,0
1005346,2014,Nitrous Oxide,0
1005346,2015,Biogenic Carbon dioxide,0
1005346,2016,Methane,0
1005298,2013,Methane,0
1005298,2016,Nitrous Oxide,0
1005602,2011,Biogenic Carbon dioxide,0
1005602,2012,Nitrous Oxide,0
1005602,2012,Carbon Dioxide,69072
1005584,2011,Biogenic Carbon dioxide,0
1005602,2013,Biogenic Carbon dioxide,0
1005602,2014,Biogenic Carbon dioxide,0
1005602,2014,Nitrous Oxide,0
1005602,2014,Carbon Dioxide,136219.6
1005752,2010,Methane,0
1005752,2010,Carbon Dioxide,59594
1005602,2015,Carbon Dioxide,116857
1005515,2014,Biogenic Carbon dioxide,0
1005515,2014,Carbon Dioxide,25827
1005515,2015,Nitrous Oxide,0
1005598,2013,Carbon Dioxide,587268.8
1005598,2014,Biogenic Carbon dioxide,0
1005615,2011,Methane,.04
1005423,2014,Methane,0
1005832,2013,Carbon Dioxide,102071.3
1005832,2014,Nitrous Oxide,.019
1005832,2016,Carbon Dioxide,110791.2
1006159,2016,Nitrous Oxide,0
1005800,2013,Methane,0
1005800,2014,Methane,0
1005801,2010,Nitrous Oxide,0
1005801,2015,Nitrous Oxide,0
1006144,2013,Nitrous Oxide,.01
1006144,2014,Nitrous Oxide,.01
1006144,2014,Carbon Dioxide,43125.3
1006144,2016,Biogenic Carbon dioxide,0
1005832,2011,Methane,.2
1005832,2012,Biogenic Carbon dioxide,0
