Q_SUBPART_LEVEL_INFORMATION.FACILITY_ID,Q_SUBPART_LEVEL_INFORMATION.REPORTING_YEAR,Q_SUBPART_LEVEL_INFORMATION.GHG_NAME,Q_SUBPART_LEVEL_INFORMATION.GHG_QUANTITY
1003093,2015,Biogenic Carbon dioxide,0
1004259,2015,Methane,0
1007177,2011,Biogenic Carbon dioxide,0
1007177,2011,Nitrous Oxide,.008
1005615,2015,Carbon Dioxide,174998.3
1005976,2011,Biogenic Carbon dioxide,0
1011242,2015,Carbon Dioxide,7371.2
1007177,2013,Nitrous Oxide,.08
1000156,2013,Methane,.03
1001618,2013,Carbon Dioxide,262025.5
1000274,2016,Biogenic Carbon dioxide,0
1001621,2016,Nitrous Oxide,0
1000418,2010,Biogenic Carbon dioxide,0
1000418,2010,Carbon Dioxide,1619760.4
1002903,2016,Methane,0
1001621,2010,Biogenic Carbon dioxide,0
1000156,2010,Biogenic Carbon dioxide,0
1003981,2011,Biogenic Carbon dioxide,0
1003981,2011,Methane,0
1003981,2015,Methane,0
1004038,2015,Methane,0
1004038,2016,Methane,0
1004259,2012,Nitrous Oxide,0
1004259,2014,Carbon Dioxide,106729.1
1004259,2016,Biogenic Carbon dioxide,0
1004616,2011,Nitrous Oxide,0
1004616,2012,Biogenic Carbon dioxide,0
1004616,2013,Biogenic Carbon dioxide,0
1004616,2014,Carbon Dioxide,552144.7
1004616,2016,Methane,0
1004616,2016,Nitrous Oxide,0
1004215,2013,Methane,0
1004509,2011,Carbon Dioxide,678573.3
1004434,2010,Methane,0
1004434,2010,Carbon Dioxide,8115.4
1004453,2011,Methane,0
1004453,2012,Methane,0
1004509,2012,Nitrous Oxide,0
1004215,2015,Methane,0
1004215,2015,Carbon Dioxide,131058.7
1004434,2014,Methane,0
1004434,2015,Biogenic Carbon dioxide,0
1004434,2015,Methane,0
1004453,2013,Carbon Dioxide,20356.8
1004509,2013,Methane,0
1004215,2016,Methane,0
1004434,2016,Nitrous Oxide,0
1004509,2016,Carbon Dioxide,308366.7
1004458,2013,Methane,0
1004493,2012,Nitrous Oxide,0
1004511,2010,Methane,0
1004511,2013,Nitrous Oxide,0
1004511,2016,Carbon Dioxide,14089.6
1005116,2010,Methane,0
1005144,2010,Nitrous Oxide,0
1005294,2012,Carbon Dioxide,281452
1005144,2014,Methane,0
1005144,2016,Nitrous Oxide,0
1005116,2014,Biogenic Carbon dioxide,0
1005116,2014,Carbon Dioxide,212989.2
1005003,2010,Nitrous Oxide,0
1005003,2011,Carbon Dioxide,18043
1005116,2016,Methane,0
1005116,2016,Carbon Dioxide,230158.2
1005190,2010,Carbon Dioxide,20596
1005190,2013,Nitrous Oxide,0
1005283,2012,Biogenic Carbon dioxide,0
1005283,2015,Methane,0
1005283,2016,Biogenic Carbon dioxide,0
1005163,2013,Methane,0
1005163,2014,Nitrous Oxide,0
1005294,2010,Biogenic Carbon dioxide,0
1005294,2010,Carbon Dioxide,301334.8
1004152,2010,Carbon Dioxide,39832.4
1004152,2011,Biogenic Carbon dioxide,0
1004152,2013,Methane,0
1004152,2013,Carbon Dioxide,16632.9
1004152,2016,Methane,0
1005021,2010,Nitrous Oxide,0
1005303,2010,Biogenic Carbon dioxide,0
1005344,2010,Methane,0
1005021,2012,Carbon Dioxide,27558
1005021,2013,Nitrous Oxide,0
1005303,2011,Biogenic Carbon dioxide,0
1005344,2012,Methane,0
1005021,2014,Biogenic Carbon dioxide,0
1005303,2013,Carbon Dioxide,56498.8
1005344,2013,Biogenic Carbon dioxide,0
1005344,2014,Nitrous Oxide,0
1005344,2016,Methane,0
1004729,2016,Nitrous Oxide,0
1005346,2010,Carbon Dioxide,65559.3
1005346,2014,Biogenic Carbon dioxide,0
1005346,2014,Methane,0
1005298,2010,Biogenic Carbon dioxide,0
1005298,2010,Carbon Dioxide,25649
1005298,2012,Methane,0
1005298,2013,Biogenic Carbon dioxide,0
1005298,2015,Carbon Dioxide,13188.8
1005584,2011,Nitrous Oxide,0
1005584,2011,Carbon Dioxide,735334
1005752,2012,Nitrous Oxide,0
1005584,2014,Methane,0
1005584,2014,Carbon Dioxide,675071.7
1005584,2016,Methane,0
1005515,2011,Methane,0
1005515,2012,Nitrous Oxide,0
1005515,2013,Methane,0
1005598,2014,Methane,0
1005615,2011,Nitrous Oxide,.195
1005615,2011,Carbon Dioxide,657007.3
1005515,2016,Biogenic Carbon dioxide,0
1005423,2013,Biogenic Carbon dioxide,0
1005423,2013,Nitrous Oxide,0
1005602,2010,Methane,0
1005832,2016,Biogenic Carbon dioxide,0
1006159,2013,Carbon Dioxide,416772.6
1006159,2014,Carbon Dioxide,433368
1006159,2015,Carbon Dioxide,408020.2
1005800,2012,Nitrous Oxide,0
1005800,2016,Methane,0
1005801,2010,Methane,0
1005801,2014,Nitrous Oxide,0
1005801,2014,Carbon Dioxide,46982.7
1006144,2012,Biogenic Carbon dioxide,0
1006144,2015,Nitrous Oxide,.01
1005777,2010,Methane,0
1005832,2011,Nitrous Oxide,.02
1005752,2013,Carbon Dioxide,58705
1005752,2014,Methane,0
1005752,2016,Carbon Dioxide,52637.6
1005700,2012,Biogenic Carbon dioxide,0
1005700,2015,Methane,0
1005700,2016,Biogenic Carbon dioxide,0
1005700,2016,Methane,0
1006269,2010,Nitrous Oxide,0
1006269,2012,Biogenic Carbon dioxide,0
1006341,2012,Methane,.21
1006341,2012,Carbon Dioxide,64050
1006341,2013,Carbon Dioxide,56685.2
1006341,2016,Biogenic Carbon dioxide,0
1006341,2016,Carbon Dioxide,74334.8
1006325,2011,Carbon Dioxide,87401
1006436,2013,Biogenic Carbon dioxide,0
1006436,2013,Methane,0
1006325,2016,Methane,0
1006325,2016,Carbon Dioxide,96824.2
1006875,2012,Biogenic Carbon dioxide,0
1006875,2013,Nitrous Oxide,.5
1006708,2010,Biogenic Carbon dioxide,0
1006530,2010,Biogenic Carbon dioxide,0
1006530,2010,Carbon Dioxide,22838
1006708,2016,Nitrous Oxide,0
1006972,2010,Nitrous Oxide,0
1006972,2011,Methane,0
1006972,2011,Carbon Dioxide,7635.4
1006530,2012,Carbon Dioxide,39174.2
1006972,2013,Methane,0
1006530,2013,Methane,0
1007287,2011,Carbon Dioxide,727114
1007287,2013,Carbon Dioxide,1018881
1007287,2014,Methane,0
1006901,2010,Biogenic Carbon dioxide,0
1006585,2012,Methane,0
1006901,2012,Methane,0
1006901,2013,Carbon Dioxide,50040
1006901,2014,Biogenic Carbon dioxide,0
1006901,2014,Nitrous Oxide,0
1006906,2010,Methane,0
1006906,2011,Biogenic Carbon dioxide,0
1006906,2012,Nitrous Oxide,0
1007392,2011,Nitrous Oxide,.2
1007348,2012,Methane,0
1007348,2012,Nitrous Oxide,0
1007642,2010,Methane,.6
1007642,2011,Methane,.7
1007642,2012,Carbon Dioxide,253314
1008263,2011,Carbon Dioxide,5426
1007642,2015,Carbon Dioxide,228605
1007921,2010,Nitrous Oxide,0
1007921,2010,Carbon Dioxide,485988
1007921,2015,Carbon Dioxide,155344.8
1007921,2016,Carbon Dioxide,207370.9
1007866,2011,Biogenic Carbon dioxide,0
1007866,2015,Carbon Dioxide,33853.9
1007866,2016,Methane,0
1008735,2011,Nitrous Oxide,0
1007620,2010,Carbon Dioxide,27501
1008735,2014,Biogenic Carbon dioxide,0
1008735,2015,Biogenic Carbon dioxide,0
1008735,2016,Biogenic Carbon dioxide,0
1007620,2012,Nitrous Oxide,0
1007620,2015,Carbon Dioxide,1385.9
1003580,2015,Carbon Dioxide,26776.4
1003507,2011,Nitrous Oxide,0
1003507,2012,Nitrous Oxide,0
1003577,2012,Methane,0
1003688,2010,Methane,0
1003688,2010,Carbon Dioxide,50753.5
1003688,2015,Biogenic Carbon dioxide,0
1003688,2015,Nitrous Oxide,0
1003688,2015,Carbon Dioxide,47503.1
1003688,2016,Methane,0
1003688,2016,Nitrous Oxide,0
1003688,2016,Carbon Dioxide,50315.3
1003668,2013,Nitrous Oxide,0
1003668,2014,Methane,0
1003669,2010,Nitrous Oxide,0
1003669,2011,Biogenic Carbon dioxide,0
1003799,2011,Carbon Dioxide,170513.1
1003799,2015,Nitrous Oxide,0
1003799,2015,Carbon Dioxide,81243.1
1003860,2012,Nitrous Oxide,0
1003860,2014,Methane,0
1003860,2015,Methane,0
1003902,2010,Carbon Dioxide,101278
1003962,2016,Nitrous Oxide,1.252
1003965,2014,Biogenic Carbon dioxide,0
1007695,2012,Biogenic Carbon dioxide,0
1007946,2014,Nitrous Oxide,.013
1007946,2015,Methane,.13
1007695,2016,Carbon Dioxide,100804.1
1007946,2016,Nitrous Oxide,.012
1007577,2012,Nitrous Oxide,0
1007577,2013,Carbon Dioxide,35158.1
1007577,2016,Biogenic Carbon dioxide,0
1011242,2014,Methane,0
1012352,2016,Methane,0
1010766,2016,Methane,0
1011726,2010,Biogenic Carbon dioxide,0
1011726,2010,Methane,0
1010925,2010,Methane,0
1011726,2014,Carbon Dioxide,1006.1
1011726,2015,Methane,0
1010925,2012,Carbon Dioxide,4973.1
1010925,2013,Nitrous Oxide,0
1010763,2012,Biogenic Carbon dioxide,0
1010763,2013,Carbon Dioxide,85395.2
1010766,2014,Biogenic Carbon dioxide,0
1000159,2010,Biogenic Carbon dioxide,0
1007177,2010,Carbon Dioxide,462795.1
1000177,2010,Carbon Dioxide,216431.7
1005976,2010,Carbon Dioxide,187190.8
1002216,2010,Nitrous Oxide,0
1002216,2010,Carbon Dioxide,24555
1004811,2016,Methane,0
1006972,2016,Biogenic Carbon dioxide,0
1005025,2016,Biogenic Carbon dioxide,0
1001563,2016,Methane,.19
1001834,2014,Biogenic Carbon dioxide,0
1004036,2014,Carbon Dioxide,14942
1003902,2013,Nitrous Oxide,0
1004811,2013,Nitrous Oxide,0
1003962,2012,Methane,.29
1005536,2011,Carbon Dioxide,6549.6
1005536,2013,Nitrous Oxide,0
1000233,2012,Nitrous Oxide,.026
1003962,2015,Biogenic Carbon dioxide,0
1003962,2015,Nitrous Oxide,.961
1007177,2014,Biogenic Carbon dioxide,0
1006708,2014,Carbon Dioxide,24108.6
1005976,2012,Biogenic Carbon dioxide,0
1004036,2012,Carbon Dioxide,11662.2
1005777,2012,Nitrous Oxide,21.548
1003902,2014,Methane,0
1005777,2014,Biogenic Carbon dioxide,0
1005423,2010,Carbon Dioxide,3423.8
1003962,2014,Biogenic Carbon dioxide,0
1003962,2014,Carbon Dioxide,3712241.2
1005615,2014,Methane,.01
1001563,2014,Biogenic Carbon dioxide,0
1001563,2014,Nitrous Oxide,.018
1005614,2011,Biogenic Carbon dioxide,0
1006041,2012,Methane,.34
1006041,2012,Nitrous Oxide,.411
1006041,2012,Carbon Dioxide,1309904.1
1000418,2014,Methane,1.17
1000418,2014,Nitrous Oxide,.499
1006041,2014,Nitrous Oxide,.332
1001621,2014,Nitrous Oxide,0
1001621,2012,Biogenic Carbon dioxide,0
1001621,2012,Methane,0
1000274,2011,Carbon Dioxide,1539688
1000418,2016,Nitrous Oxide,.231
1005276,2015,Biogenic Carbon dioxide,0
1005615,2012,Nitrous Oxide,.082
1000177,2011,Methane,.01
1004036,2015,Methane,0
1000124,2016,Methane,0
1003669,2015,Biogenic Carbon dioxide,0
1003669,2015,Carbon Dioxide,231925.3
1005800,2015,Methane,0
1005190,2011,Biogenic Carbon dioxide,0
1005190,2011,Carbon Dioxide,52866
1000588,2015,Methane,.05
1000233,2015,Nitrous Oxide,.129
1001699,2014,Nitrous Oxide,0
1000233,2014,Biogenic Carbon dioxide,0
1000159,2011,Biogenic Carbon dioxide,0
1000159,2011,Carbon Dioxide,290818.5
1004036,2013,Methane,0
1000588,2016,Methane,.05
1000394,2016,Biogenic Carbon dioxide,0
1000394,2016,Methane,0
1007177,2012,Nitrous Oxide,.017
1003474,2010,Carbon Dioxide,61383.8
1004811,2011,Methane,0
1004411,2010,Methane,0
1004411,2010,Nitrous Oxide,0
1004411,2010,Carbon Dioxide,47084.2
1004151,2010,Carbon Dioxide,152518
1003902,2011,Carbon Dioxide,72818
1005536,2010,Carbon Dioxide,5779.6
1007620,2014,Biogenic Carbon dioxide,0
1005276,2014,Carbon Dioxide,183218.9
1003902,2012,Carbon Dioxide,96388
1000588,2013,Biogenic Carbon dioxide,0
1000588,2013,Methane,.07
1000588,2013,Carbon Dioxide,1206446
1001618,2011,Nitrous Oxide,0
1000330,2011,Methane,0
1000399,2012,Nitrous Oxide,0
1002621,2011,Methane,0
1003268,2011,Methane,0
1003577,2011,Methane,0
1003981,2012,Nitrous Oxide,0
1004729,2012,Biogenic Carbon dioxide,0
1005163,2011,Nitrous Oxide,0
1005190,2012,Carbon Dioxide,44416
1006972,2012,Nitrous Oxide,0
1006972,2012,Carbon Dioxide,7847
1007392,2012,Nitrous Oxide,.1
1005801,2011,Biogenic Carbon dioxide,0
1005801,2011,Methane,0
1005801,2011,Nitrous Oxide,0
1000029,2011,Carbon Dioxide,95239
1000029,2012,Biogenic Carbon dioxide,0
1000029,2015,Nitrous Oxide,0
1000029,2015,Carbon Dioxide,72174.5
1000235,2013,Carbon Dioxide,14173
1000330,2012,Nitrous Oxide,0
1000394,2012,Carbon Dioxide,11955.7
1000394,2015,Biogenic Carbon dioxide,0
1000394,2015,Nitrous Oxide,0
1000394,2015,Carbon Dioxide,10982.5
1000399,2015,Nitrous Oxide,0
1000399,2016,Methane,0
1000588,2010,Biogenic Carbon dioxide,0
1000714,2010,Nitrous Oxide,0
1000714,2016,Nitrous Oxide,0
1000802,2011,Carbon Dioxide,9148.1
1000802,2014,Nitrous Oxide,.158
1000802,2016,Methane,.03
1001103,2010,Biogenic Carbon dioxide,0
1001103,2014,Biogenic Carbon dioxide,0
1001103,2014,Nitrous Oxide,0
1001103,2016,Biogenic Carbon dioxide,0
1001618,2012,Biogenic Carbon dioxide,0
1001618,2014,Biogenic Carbon dioxide,0
1001618,2014,Carbon Dioxide,208502.1
1001618,2016,Nitrous Oxide,0
1001673,2016,Biogenic Carbon dioxide,0
1001673,2016,Nitrous Oxide,0
1001699,2011,Carbon Dioxide,37466
1001669,2011,Methane,0
1001669,2012,Carbon Dioxide,11875
1001669,2014,Biogenic Carbon dioxide,0
1001669,2015,Biogenic Carbon dioxide,0
1001673,2013,Carbon Dioxide,1686
1001958,2011,Methane,0
1001958,2011,Carbon Dioxide,27.9
1001958,2012,Nitrous Oxide,0
1001958,2014,Methane,0
1001958,2014,Nitrous Oxide,0
1002147,2010,Nitrous Oxide,0
1002147,2013,Carbon Dioxide,180260.9
1002266,2014,Nitrous Oxide,.06
1002266,2014,Carbon Dioxide,406461.1
1002266,2016,Methane,.53
1002216,2013,Carbon Dioxide,27655.9
1002216,2015,Methane,0
1002216,2016,Biogenic Carbon dioxide,0
1002714,2014,Biogenic Carbon dioxide,0
1002714,2014,Carbon Dioxide,22457.5
1002621,2012,Carbon Dioxide,63542.8
1002621,2014,Carbon Dioxide,73756
1002621,2015,Biogenic Carbon dioxide,0
1002621,2015,Carbon Dioxide,54963.4
1002777,2013,Carbon Dioxide,894686
1002768,2011,Methane,0
1002768,2012,Nitrous Oxide,0
1002768,2014,Methane,0
1002768,2016,Carbon Dioxide,24178.5
1002769,2010,Methane,0
1002769,2014,Biogenic Carbon dioxide,0
1002769,2014,Methane,0
1002903,2010,Biogenic Carbon dioxide,0
1002903,2012,Carbon Dioxide,63377
1002903,2014,Biogenic Carbon dioxide,0
1002958,2012,Nitrous Oxide,0
1002958,2013,Carbon Dioxide,218550
1002958,2014,Biogenic Carbon dioxide,0
1002977,2014,Nitrous Oxide,0
1002977,2014,Carbon Dioxide,52936
1003093,2010,Biogenic Carbon dioxide,0
1003093,2012,Biogenic Carbon dioxide,0
1003052,2014,Carbon Dioxide,27848.6
1003052,2015,Nitrous Oxide,0
1003052,2015,Carbon Dioxide,32525.9
1003052,2016,Methane,0
1003052,2011,Nitrous Oxide,0
1003268,2010,Nitrous Oxide,0
1003380,2011,Nitrous Oxide,.042
1003380,2014,Biogenic Carbon dioxide,0
1003474,2012,Biogenic Carbon dioxide,0
1003474,2013,Nitrous Oxide,0
1003457,2012,Methane,0
1003403,2014,Biogenic Carbon dioxide,0
1003403,2015,Nitrous Oxide,0
1003577,2015,Nitrous Oxide,0
1003577,2016,Nitrous Oxide,0
1003580,2010,Methane,0
1003580,2012,Biogenic Carbon dioxide,0
1003580,2012,Methane,0
1003580,2013,Methane,0
1003580,2014,Methane,0
1003580,2014,Carbon Dioxide,22331.2
1003580,2015,Biogenic Carbon dioxide,0
1000124,2015,Methane,0
1000159,2015,Carbon Dioxide,79087.2
1000418,2015,Nitrous Oxide,.175
1001621,2015,Biogenic Carbon dioxide,0
1001834,2011,Biogenic Carbon dioxide,0
1000330,2014,Methane,0
1000330,2014,Carbon Dioxide,26611.3
1003093,2015,Methane,.85
1004259,2015,Carbon Dioxide,104160.9
1003902,2015,Methane,0
1003902,2015,Carbon Dioxide,96395
1006041,2011,Carbon Dioxide,1109914.3
1007177,2013,Methane,.02
1000124,2013,Biogenic Carbon dioxide,0
1000124,2013,Methane,0
1000159,2013,Carbon Dioxide,258985.1
1001834,2013,Biogenic Carbon dioxide,0
1000156,2016,Nitrous Oxide,.105
1005423,2015,Nitrous Oxide,0
1003093,2016,Methane,.22
1000553,2010,Nitrous Oxide,.05
1000553,2010,Carbon Dioxide,266989.6
1000124,2010,Carbon Dioxide,31727.7
1000274,2010,Carbon Dioxide,1488839.3
1000156,2010,Methane,.11
1003965,2016,Carbon Dioxide,18264.3
1003981,2016,Carbon Dioxide,41892.4
1004038,2012,Biogenic Carbon dioxide,0
1004038,2012,Nitrous Oxide,0
1004038,2014,Carbon Dioxide,45154.3
1004259,2011,Biogenic Carbon dioxide,0
1004259,2012,Methane,0
1004259,2014,Biogenic Carbon dioxide,0
1004215,2011,Methane,0
1004215,2011,Carbon Dioxide,60906
1004616,2013,Nitrous Oxide,0
1004215,2014,Methane,0
1004434,2010,Nitrous Oxide,0
1004453,2011,Carbon Dioxide,11717.5
1004453,2012,Nitrous Oxide,0
1004509,2012,Carbon Dioxide,414659
1004434,2013,Carbon Dioxide,10039.6
1004453,2013,Methane,0
1004509,2013,Nitrous Oxide,0
1004458,2011,Carbon Dioxide,1209425.1
1004509,2014,Nitrous Oxide,0
1004509,2014,Carbon Dioxide,531413.5
1004458,2012,Methane,0
1004509,2015,Methane,0
1004509,2016,Methane,0
1004458,2013,Carbon Dioxide,1013729.1
1004493,2011,Biogenic Carbon dioxide,0
1004493,2016,Biogenic Carbon dioxide,0
1004511,2012,Carbon Dioxide,16333.8
1005294,2011,Nitrous Oxide,0
1005294,2012,Methane,0
1005144,2013,Nitrous Oxide,0
1005144,2014,Nitrous Oxide,0
1005116,2012,Nitrous Oxide,0
1005116,2012,Carbon Dioxide,261877.2
1005025,2014,Biogenic Carbon dioxide,0
1005025,2014,Nitrous Oxide,.103
1005025,2014,Carbon Dioxide,50970.4
1005116,2015,Methane,0
1005116,2015,Nitrous Oxide,0
1005283,2010,Carbon Dioxide,110294.9
1005283,2013,Methane,0
1005283,2013,Carbon Dioxide,111392.9
1005283,2014,Biogenic Carbon dioxide,0
1005003,2014,Methane,0
1005003,2014,Nitrous Oxide,0
1005283,2016,Nitrous Oxide,0
1005163,2010,Methane,0
1005163,2013,Carbon Dioxide,112108.9
1005163,2014,Carbon Dioxide,110987.7
1004151,2012,Carbon Dioxide,152371.4
1004151,2014,Carbon Dioxide,166301.7
1004152,2012,Methane,0
1004152,2012,Carbon Dioxide,50763.4
1004152,2013,Nitrous Oxide,0
1004411,2012,Biogenic Carbon dioxide,0
1004152,2015,Carbon Dioxide,27378.9
1004152,2016,Carbon Dioxide,19353.2
1004411,2014,Carbon Dioxide,82501.2
1004411,2015,Carbon Dioxide,45734.4
1005303,2010,Nitrous Oxide,0
1005021,2011,Carbon Dioxide,38268
1005021,2012,Nitrous Oxide,0
1005276,2010,Methane,0
1005303,2012,Carbon Dioxide,53976.6
1005344,2011,Biogenic Carbon dioxide,0
1005344,2011,Carbon Dioxide,71430.8
1004729,2010,Biogenic Carbon dioxide,0
1005021,2015,Nitrous Oxide,0
1005303,2013,Methane,0
1005344,2014,Methane,0
1005344,2014,Carbon Dioxide,72575.6
1004729,2011,Nitrous Oxide,0
1004729,2013,Nitrous Oxide,0
1005276,2012,Biogenic Carbon dioxide,0
1005344,2016,Biogenic Carbon dioxide,0
1004729,2015,Methane,0
1005346,2010,Biogenic Carbon dioxide,0
1005346,2010,Methane,0
1005346,2010,Nitrous Oxide,0
1005294,2014,Biogenic Carbon dioxide,0
1005298,2014,Biogenic Carbon dioxide,0
1005298,2014,Carbon Dioxide,21952.3
1005298,2015,Methane,0
1005584,2010,Biogenic Carbon dioxide,0
1005584,2010,Methane,0
1005584,2012,Carbon Dioxide,669024
1005752,2011,Methane,0
1005752,2011,Carbon Dioxide,59192
1005584,2014,Nitrous Oxide,0
1005584,2015,Nitrous Oxide,0
1005584,2016,Carbon Dioxide,637258.2
1005515,2013,Carbon Dioxide,24068.8
1005598,2012,Methane,0
1005598,2012,Nitrous Oxide,0
1005598,2012,Carbon Dioxide,561356.2
1005598,2014,Nitrous Oxide,0
1005615,2011,Biogenic Carbon dioxide,0
1005423,2012,Carbon Dioxide,1938.1
1005423,2014,Carbon Dioxide,2259.9
1005602,2010,Carbon Dioxide,47416.9
1005832,2013,Biogenic Carbon dioxide,0
1005832,2016,Methane,.18
1006159,2013,Nitrous Oxide,0
1006159,2014,Methane,0
1006159,2015,Biogenic Carbon dioxide,0
1006159,2015,Methane,0
1005800,2010,Carbon Dioxide,12332.1
1005800,2012,Carbon Dioxide,14036.8
1005800,2014,Biogenic Carbon dioxide,0
1005800,2016,Nitrous Oxide,0
1005801,2010,Biogenic Carbon dioxide,0
1005801,2010,Carbon Dioxide,22442.2
1005801,2016,Nitrous Oxide,0
1006144,2010,Nitrous Oxide,0
1006144,2013,Methane,.06
1006144,2013,Carbon Dioxide,39712.1
1005976,2013,Methane,0
1006144,2014,Methane,.06
1006144,2015,Biogenic Carbon dioxide,0
1006144,2015,Carbon Dioxide,31215.1
1005777,2010,Nitrous Oxide,0
1006144,2016,Carbon Dioxide,39673.6
1005976,2016,Biogenic Carbon dioxide,0
1005976,2016,Carbon Dioxide,457440.7
1005832,2012,Nitrous Oxide,.019
1005832,2012,Carbon Dioxide,98145.6
1005752,2013,Methane,0
1005752,2014,Nitrous Oxide,0
1005752,2015,Biogenic Carbon dioxide,0
1005752,2016,Methane,0
1005700,2010,Methane,0
1005755,2013,Carbon Dioxide,35230
1005700,2013,Carbon Dioxide,192476
1005700,2014,Biogenic Carbon dioxide,0
1005755,2015,Carbon Dioxide,37586.6
1006269,2011,Methane,0
1006269,2011,Carbon Dioxide,49629.9
1006269,2013,Methane,0
1006269,2014,Carbon Dioxide,48653.5
1006269,2015,Biogenic Carbon dioxide,0
1006269,2015,Carbon Dioxide,58022.3
1006269,2016,Biogenic Carbon dioxide,0
1006269,2016,Nitrous Oxide,0
1006341,2010,Methane,.11
1006341,2011,Biogenic Carbon dioxide,0
1006341,2011,Carbon Dioxide,63665.6
1006341,2012,Biogenic Carbon dioxide,0
1006341,2012,Nitrous Oxide,.021
1006341,2014,Methane,.12
1006325,2011,Nitrous Oxide,0
1006325,2012,Biogenic Carbon dioxide,0
1006325,2012,Nitrous Oxide,0
1006325,2014,Biogenic Carbon dioxide,0
1006875,2014,Carbon Dioxide,1260.2
1006875,2016,Nitrous Oxide,.003
1006875,2016,Carbon Dioxide,2039.3
1006708,2011,Methane,0
1006708,2011,Carbon Dioxide,20216.7
1006708,2013,Nitrous Oxide,0
1006708,2015,Methane,0
1006708,2016,Methane,0
1006972,2010,Carbon Dioxide,4503.2
1006530,2011,Methane,0
1006530,2011,Nitrous Oxide,0
1006972,2014,Biogenic Carbon dioxide,0
1006530,2014,Biogenic Carbon dioxide,0
1006875,2011,Nitrous Oxide,.002
1007287,2011,Biogenic Carbon dioxide,0
1007287,2015,Carbon Dioxide,1043780.1
1007287,2016,Methane,0
1006585,2010,Biogenic Carbon dioxide,0
1006585,2010,Methane,0
1006901,2011,Biogenic Carbon dioxide,0
1006901,2014,Carbon Dioxide,70017
1006901,2015,Carbon Dioxide,55994.1
1006585,2014,Methane,0
1006585,2015,Biogenic Carbon dioxide,0
1006585,2015,Carbon Dioxide,6124.3
1006906,2010,Carbon Dioxide,69713
1006906,2014,Nitrous Oxide,0
1006906,2016,Nitrous Oxide,0
1007348,2015,Biogenic Carbon dioxide,0
1007392,2010,Methane,.8
1007392,2010,Nitrous Oxide,.2
1007392,2010,Carbon Dioxide,90011
1007392,2011,Methane,1.1
1007348,2014,Methane,0
1007348,2014,Carbon Dioxide,22298.6
1007642,2011,Biogenic Carbon dioxide,0
1008263,2010,Methane,0
1008263,2010,Nitrous Oxide,0
1007642,2013,Nitrous Oxide,.048
1008263,2011,Nitrous Oxide,0
1007642,2016,Biogenic Carbon dioxide,0
1007921,2010,Methane,0
1007921,2012,Nitrous Oxide,0
1007921,2016,Biogenic Carbon dioxide,0
1007866,2012,Carbon Dioxide,70920.7
1007866,2013,Carbon Dioxide,52352.2
1007866,2014,Methane,0
1007866,2016,Biogenic Carbon dioxide,0
1008735,2011,Biogenic Carbon dioxide,0
1008735,2011,Carbon Dioxide,6186
1008735,2013,Biogenic Carbon dioxide,0
1008735,2013,Nitrous Oxide,0
1008735,2016,Nitrous Oxide,0
1003580,2016,Nitrous Oxide,0
1003507,2010,Carbon Dioxide,21530.3
1003507,2011,Carbon Dioxide,21204.9
1003507,2012,Biogenic Carbon dioxide,0
1003507,2012,Carbon Dioxide,21510.9
1003507,2013,Nitrous Oxide,0
1003577,2012,Carbon Dioxide,7075
1003688,2011,Biogenic Carbon dioxide,0
1003688,2012,Carbon Dioxide,39026.9
1003688,2013,Nitrous Oxide,0
1003688,2014,Nitrous Oxide,0
1003668,2013,Methane,0
1003668,2016,Methane,0
1003668,2016,Nitrous Oxide,0
1003669,2012,Methane,0
1003669,2016,Nitrous Oxide,0
1003799,2014,Methane,0
1003799,2016,Biogenic Carbon dioxide,0
1003799,2016,Methane,0
1003860,2013,Carbon Dioxide,150796
1003962,2016,Methane,.38
1003965,2010,Methane,0
1003965,2014,Methane,0
